n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
87	MODEL	0.9518	122.3302	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.8374	7.4307	14.8950	1.7193	-13.6068	-1.5267	-2.9468	-1.4372							-2.8880	-0.5385			-0.9292	-2.8132	-1.4446	-5.1425																	7	0.1609	0.2414	0.0198	0.0805	0.5779	84	0	3
88	MODEL	0.9506	126.8448	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.7003	7.8769	14.8533	1.7174	-13.6762	-1.5357	-3.0738	-1.4963							-2.9618	-0.5519			-0.8958	-2.7274	-1.5195	-5.3915																	7	0.1591	0.2386	0.0198	0.0795	0.5779	84	1	3
89	MODEL	0.9504	127.4313	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.6979	7.8973	14.7410	1.7142	-13.5616	-1.5315	-3.0368	-1.4864							-2.9684	-0.5545			-0.8819	-2.6998	-1.5077	-5.3719																	7	0.1573	0.2360	0.0196	0.0787	0.5779	85	1	3
90	MODEL	0.9513	128.1497	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.5591	7.9962	14.7270	1.7125	-13.5442	-1.5313	-3.0375	-1.4921							-3.0265	-0.5600			-0.8645	-2.6609	-1.5322	-5.4422																	7	0.1556	0.2333	0.0196	0.0778	0.5777	86	1	3
91	MODEL	0.9512	128.5456	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.5611	7.9255	14.6747	1.7140	-13.5292	-1.5317	-3.0308	-1.4863							-3.0141	-0.5576			-0.8645	-2.6754	-1.5286	-5.4510																	7	0.1538	0.2308	0.0195	0.0769	0.5776	87	1	3
92	MODEL	0.9517	128.9957	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.6548	7.9095	14.7099	1.7176	-13.5505	-1.5358	-3.0563	-1.4981							-2.9941	-0.5569			-0.8673	-2.6984	-1.5250	-5.4596																	7	0.1522	0.2283	0.0193	0.0761	0.5773	88	1	3
93	MODEL	0.9525	129.5888	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.5271	8.0141	14.6200	1.7131	-13.4558	-1.5319	-3.0255	-1.4908							-3.0925	-0.5635			-0.8451	-2.6432	-1.5472	-5.5224																	7	0.1505	0.2258	0.0193	0.0753	0.5772	89	1	3
94	MODEL	0.9522	130.2558	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.5121	7.9317	14.5306	1.7115	-13.3410	-1.5270	-2.9772	-1.4730							-3.0808	-0.5640			-0.8367	-2.6309	-1.5308	-5.4846																	7	0.1489	0.2234	0.0189	0.0745	0.5771	90	1	3
95	MODEL	0.9503	134.7967	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.5762	8.5077	14.3647	1.6977	-13.2717	-1.5171	-3.0346	-1.4959							-3.1421	-0.5747			-0.8232	-2.6018	-1.5619	-5.6172																	7	0.1474	0.2211	0.0185	0.0737	0.5770	91	1	3
96	MODEL	0.9490	138.6699	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.4784	8.9941	14.2637	1.6790	-13.1155	-1.5033	-3.0144	-1.4938							-3.1250	-0.5697			-0.8177	-2.5976	-1.6065	-5.7996																	7	0.1458	0.2188	0.0182	0.0729	0.5758	92	1	3
97	MODEL	0.9487	139.8913	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.4274	8.7789	14.1654	1.6697	-12.9492	-1.4818	-2.9433	-1.4187							-3.0917	-0.5638			-0.8152	-2.6029	-1.6071	-5.8234																	7	0.1443	0.2165	0.0182	0.0722	0.5758	92	2	3
98	MODEL	0.9470	146.8676	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.2671	7.8324	14.4594	1.7014	-13.0757	-1.5027	-2.9134	-1.4113							-3.0472	-0.5582			-0.8358	-2.6820	-1.5295	-5.5630																	7	0.1429	0.2143	0.0178	0.0714	0.5751	93	2	3
99	MODEL	0.9458	152.2889	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.4160	7.7311	14.5867	1.7185	-13.2122	-1.5239	-2.9871	-1.4527							-3.0904	-0.5655			-0.8425	-2.7172	-1.4968	-5.4710																	7	0.1414	0.2121	0.0177	0.0707	0.5745	94	2	3
100	MODEL	0.9461	153.9171	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.5289	7.8261	14.4534	1.7081	-13.0279	-1.5103	-2.9376	-1.4351							-3.0715	-0.5615			-0.8378	-2.7152	-1.4884	-5.4600																	7	0.1400	0.2100	0.0174	0.0700	0.5743	95	2	3
