n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
91	MODEL	0.9997	146.9067	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	27.1754	7.0598	19.2717	1.7331	-16.3094	-1.4562	-2.1865	-1.5716							-3.6396	-0.5619			-0.8578	-1.6622	-122.5386	-5.9836																	7	0.1538	0.2308	0.0157	0.0769	0.6069	85	1	5
92	MODEL	0.9997	148.0969	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	26.8131	7.2279	19.2240	1.7288	-16.2590	-1.4577	-2.2303	-1.6103							-3.6261	-0.5626			-0.8486	-1.6523	-121.8914	-5.9837																	7	0.1522	0.2283	0.0154	0.0761	0.6069	86	1	5
93	MODEL	0.9997	148.8108	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	26.5865	7.1322	19.0944	1.7261	-16.1156	-1.4519	-2.1863	-1.5871							-3.6047	-0.5609			-0.8502	-1.6634	-121.2524	-5.9837																	7	0.1505	0.2258	0.0152	0.0753	0.6068	87	1	5
94	MODEL	0.9998	149.2267	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.7413	7.1298	19.3597	1.7259	-16.4343	-1.4514	-2.2042	-1.5861							-3.6243	-0.5609			-0.8497	-1.6712	-134.1141	-5.9839																	7	0.1489	0.2234	0.0151	0.0745	0.6068	87	2	5
95	MODEL	0.9998	150.2768	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.4968	7.0838	19.4041	1.7203	-16.4208	-1.4383	-2.1684	-1.5566							-3.6589	-0.5634			-0.8729	-1.7261	-133.4245	-5.9830																	7	0.1474	0.2211	0.0151	0.0737	0.6022	88	2	5
96	MODEL	0.9998	151.3997	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.3592	7.0891	19.1737	1.7064	-16.1902	-1.4240	-2.1684	-1.5531							-3.6448	-0.5630			-0.8718	-1.7318	-132.7516	-5.9828																	7	0.1458	0.2188	0.0149	0.0729	0.6022	89	2	5
97	MODEL	0.9998	151.9429	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	38.1373	7.0477	19.4817	1.7073	-16.5026	-1.4242	-2.1807	-1.5496							-3.6889	-0.5601			-0.9084	-1.7252	-143.9432	-5.9842																	7	0.1443	0.2165	0.0149	0.0722	0.5547	89	5	3
98	MODEL	0.9998	153.0313	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.8483	6.9708	19.2313	1.6937	-16.2363	-1.4069	-2.1169	-1.5108							-3.7025	-0.5632			-0.9002	-1.7174	-143.2348	-5.9838																	7	0.1429	0.2143	0.0146	0.0714	0.5546	90	4	4
99	MODEL	0.9998	154.7840	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.6246	7.1545	19.2879	1.7007	-16.3003	-1.4164	-2.1737	-1.5544							-3.7523	-0.5681			-0.8932	-1.7127	-142.5401	-5.9833																	7	0.1414	0.2121	0.0145	0.0707	0.5546	91	3	5
100	MODEL	0.9998	155.5717	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.1905	7.2227	19.2452	1.7030	-16.2992	-1.4214	-2.1936	-1.5767							-3.7371	-0.5667			-0.8905	-1.7151	-141.8778	-5.9835																	7	0.1400	0.2100	0.0143	0.0700	0.5546	92	2	6
