n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
87	MODEL	0.9998	142.9811	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	36.1663	7.5314	19.0634	1.7096	-16.3103	-1.4446	-2.3462	-1.6747							-3.7209	-0.5568			-0.9610	-1.7473	-139.2356	-5.9877																	7	0.1609	0.2414	0.0167	0.0805	0.5842	80	2	5
88	MODEL	0.9998	143.9295	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	35.6216	7.5250	19.1745	1.7143	-16.3272	-1.4482	-2.3403	-1.6785							-3.7389	-0.5589			-0.9535	-1.7423	-138.4724	-5.9875																	7	0.1591	0.2386	0.0163	0.0795	0.5842	81	2	5
89	MODEL	0.9998	145.0277	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	35.0943	7.4796	19.0163	1.7082	-16.1538	-1.4389	-2.2856	-1.6487							-3.8448	-0.5649			-0.9419	-1.7308	-137.7355	-5.9872																	7	0.1573	0.2360	0.0160	0.0787	0.5841	82	2	5
90	MODEL	0.9998	145.4677	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	34.7691	7.4861	18.9269	1.7083	-16.0871	-1.4392	-2.2760	-1.6496							-3.8328	-0.5651			-0.9365	-1.7293	-136.9996	-5.9872																	7	0.1556	0.2333	0.0158	0.0778	0.5839	83	2	5
91	MODEL	0.9998	145.9748	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	34.2966	7.5058	18.9719	1.7103	-16.0939	-1.4416	-2.2837	-1.6584							-3.8300	-0.5658			-0.9306	-1.7267	-136.2749	-5.9872																	7	0.1538	0.2308	0.0156	0.0769	0.5839	84	2	5
92	MODEL	0.9998	148.2102	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	33.7896	7.4610	19.1817	1.7229	-16.1795	-1.4517	-2.2898	-1.6706							-3.8072	-0.5652			-0.9342	-1.7418	-135.5619	-5.9872																	7	0.1522	0.2283	0.0153	0.0761	0.5839	85	2	5
93	MODEL	0.9998	149.3945	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	33.5318	7.3781	18.9213	1.7082	-15.8992	-1.4328	-2.2218	-1.6284							-3.8212	-0.5684			-0.9263	-1.7352	-134.8490	-5.9867																	7	0.1505	0.2258	0.0150	0.0753	0.5839	86	2	5
94	MODEL	0.9998	149.8815	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	33.2635	7.4324	18.8301	1.7092	-15.8394	-1.4351	-2.2282	-1.6404							-3.8478	-0.5698			-0.9189	-1.7295	-134.1647	-5.9867																	7	0.1489	0.2234	0.0149	0.0745	0.5838	87	2	5
95	MODEL	0.9998	152.0920	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.8921	7.2212	18.7243	1.7016	-15.6681	-1.4215	-2.1349	-1.5678							-3.8116	-0.5656			-0.9296	-1.7580	-133.4843	-5.9867																	7	0.1474	0.2211	0.0147	0.0737	0.5836	88	2	5
96	MODEL	0.9998	152.5233	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.5697	7.2401	18.9341	1.7025	-15.9597	-1.4241	-2.1623	-1.5739							-3.7943	-0.5659			-0.9167	-1.7426	-132.8315	-5.9868																	7	0.1458	0.2188	0.0146	0.0729	0.5689	89	2	5
97	MODEL	0.9998	153.3046	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	38.4006	7.2537	19.1260	1.7009	-16.1811	-1.4242	-2.1746	-1.5697							-3.7997	-0.5688			-0.8730	-1.6579	-143.9268	-5.9838																	7	0.1443	0.2165	0.0146	0.0722	0.5663	89	4	4
98	MODEL	0.9998	153.8712	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	38.0391	7.1911	19.2671	1.6979	-16.3164	-1.4157	-2.1630	-1.5494							-3.7733	-0.5676			-0.8945	-1.7075	-143.2324	-5.9834																	7	0.1429	0.2143	0.0146	0.0714	0.5547	90	4	4
99	MODEL	0.9998	154.3855	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.6016	7.1974	19.2391	1.6996	-16.2917	-1.4177	-2.1718	-1.5583							-3.7562	-0.5668			-0.8930	-1.7122	-142.5590	-5.9835																	7	0.1414	0.2121	0.0144	0.0707	0.5546	91	3	5
100	MODEL	0.9998	155.5717	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.1905	7.2227	19.2452	1.7030	-16.2992	-1.4214	-2.1936	-1.5767							-3.7371	-0.5667			-0.8905	-1.7151	-141.8778	-5.9835																	7	0.1400	0.2100	0.0143	0.0700	0.5546	92	2	6
